pdb,resolution,year,target,value,unit,precision,chains,number_of_chains,coefficient,logM
4zqu,2.09,2015,Kd,16.0,nM,=,,,1e-08,-6.795880017344075
4qti,3.0,2015,Kd,17.2,nM,=,,,1e-08,-6.764471553092451
4z8l,2.6,2015,Kd,170.0,nM,=,,,1e-08,-5.769551078621726
4yeb,3.19,2015,Kd,17.0,nM,=,,,1e-08,-6.769551078621726
5d1k,1.78,2015,Kd,180.0,nM,=,,,1e-08,-5.7447274948966935
4ypi,3.71,2015,Kd,19.4,nM,=,,,1e-08,-6.7121982700697735
3wih,1.7,2015,Kd,19.0,nM,=,,,1e-08,-6.721246399047171
2n01,0.0,2015,Kd,1.0,uM,=,,,1e-05,-5.0
4zrk,2.32,2015,Kd,1.0,uM,=,,,1e-05,-5.0
5dob,2.47,2015,Kd,1.0,uM,=,,,1e-05,-5.0
4yvq,2.4,2015,Kd,2.03,uM,=,,,1e-05,-4.692503962086787
4ydh,3.8,2015,Kd,2.55,uM,=,,,1e-05,-4.5934598195660445
4zgq,3.0,2015,Kd,2.5,uM,=,,,1e-05,-4.6020599913279625
4wv1,2.36,2015,Kd,2.6,nM,=,,,1e-08,-7.585026652029182
4zrj,2.3,2015,Kd,2.9,uM,=,,,1e-05,-4.5376020021010435
4wb2,1.8,2015,Kd,20.1,pM,=,,,1e-11,-9.69680394257951
5d70,2.06,2015,Kd,2000.0,pM,=,,,1e-11,-7.698970004336019
4uyp,1.49,2015,Kd,20.0,pM,=,,,1e-11,-9.698970004336019
4zfo,1.9,2015,Kd,21.0,pM,=,,,1e-11,-9.67778070526608
4rgm,2.69,2015,Kd,22.9,nM,=,,,1e-08,-6.640164517660112
5cmn,3.61,2015,Kd,220.0,nM,=,,,1e-08,-5.657577319177793
4rs1,2.68,2015,Kd,23.9,nM,=,,,1e-08,-6.621602099051862
4zv4,3.5,2015,Kd,23.0,nM,=,,,1e-08,-6.638272163982407
5di9,2.28,2015,Kd,2400.0,nM,=,,,1e-08,-4.619788758288394
5cyk,3.0,2015,Kd,249.0,nM,=,,,1e-08,-5.603800652904264
4rjf,2.01,2015,Kd,250.0,nM,=,,,1e-08,-5.6020599913279625
4xlw,3.39,2015,Kd,262.0,nM,=,,,1e-08,-5.581698708680254
5ajk,2.55,2015,Kd,2640.0,nM,=,,,1e-08,-4.578396073130169
4pgj,2.6,2015,Kd,26.0,nM,=,,,1e-08,-6.585026652029182
4xhu,2.09,2015,Kd,26.0,nM,=,,,1e-08,-6.585026652029182
4pvz,2.5,2015,Kd,27.3,nM,=,,,1e-08,-6.5638373529592435
5eiv,2.41,2015,Kd,28.2,uM,=,,,1e-05,-3.549750891680639
4yyp,2.6,2015,Kd,280.0,nM,=,,,1e-08,-5.552841968657781
4qci,2.3,2015,Kd,28.0,pM,=,,,1e-11,-9.55284196865778
4yiq,1.85,2015,Kd,2.0,uM,=,,,1e-05,-4.698970004336019
5e6p,3.22,2015,Kd,2.0,uM,=,,,1e-05,-4.698970004336019
5aam,2.49,2015,Kd,3.8,nM,=,,,1e-08,-7.42021640338319
5bvp,2.2,2015,Kd,30.5,pM,=,,,1e-11,-9.515700160653214
4xl1,2.3,2015,Kd,304.0,nM,=,,,1e-08,-5.517126416391246
4cvw,2.67,2015,Kd,30.0,pM,=,,,1e-11,-9.522878745280337
5a6w,1.6,2015,Kd,31.0,nM,=,,,1e-08,-6.508638306165727
4wnd,1.5,2015,Kd,32.9,nM,=,,,1e-08,-6.482804102050026
5ajj,1.75,2015,Kd,3220.0,nM,=,,,1e-08,-4.492144128304169
3wwq,1.9,2015,Kd,35.9,uM,=,,,1e-05,-3.4449055514216806
4tq1,1.8,2015,Kd,350.0,uM,=,,,1e-05,-2.4559319556497243
4y61,3.36,2015,Kd,355.5,nM,=,,,1e-08,-5.449160394934215
5a3i,2.89,2015,Kd,36.0,nM,=,,,1e-08,-6.443697499232713
5dh9,2.55,2015,Kd,37.0,nM,=,,,1e-08,-6.431798275933005
4xkl,2.1,2015,Kd,39.1,uM,=,,,1e-05,-3.4078232426041333
4uwq,3.28,2015,Kd,3.0,uM,=,,,1e-05,-4.522878745280337
5c0n,3.0,2015,Kd,4.13,uM,=,,,1e-05,-4.384049948343599
5aoq,2.7,2015,Kd,4.1,nM,=,,,1e-08,-7.3872161432802645
4w4o,1.8,2015,Kd,4.2,nM,=,,,1e-08,-7.376750709602099
4xvp,3.4,2015,Kd,4.2,nM,=,,,1e-08,-7.376750709602099
5aaw,3.27,2015,Kd,4.32,nM,=,,,1e-08,-7.364516253185088
4xwj,2.1,2015,Kd,4.45,nM,=,,,1e-08,-7.351639989019068
5d2n,2.1,2015,Kd,4.7,uM,=,,,1e-05,-4.327902142064283
5e3e,1.7,2015,Kd,40.9,nM,=,,,1e-08,-6.388276691992658
4ypg,3.0,2015,Kd,44.0,pM,=,,,1e-11,-9.356547323513812
2mws,0.0,2015,Kd,45.0,uM,=,,,1e-05,-3.3467874862246565
4pj2,1.24,2015,Kd,47.0,pM,=,,,1e-11,-9.327902142064282
5dwu,3.97,2015,Kd,49.0,nM,=,,,1e-08,-6.309803919971486
5d2l,3.51,2015,Kd,5.1,uM,=,,,1e-05,-4.292429823902063
4yl8,1.5,2015,Kd,5.4,uM,=,,,1e-05,-4.267606240177032
4d2g,2.65,2015,Kd,5.56,uM,=,,,1e-05,-4.2549252084179425
4weu,2.61,2015,Kd,5.7,uM,=,,,1e-05,-4.2441251443275085
5bw7,3.0,2015,Kd,52.3,nM,=,,,1e-08,-6.281498311132726
4zak,2.82,2015,Kd,56.0,nM,=,,,1e-08,-6.251811972993799
4zfg,2.27,2015,Kd,5.0,nM,=,,,1e-08,-7.301029995663981
4zff,2.75,2015,Kd,5.0,nM,=,,,1e-08,-7.301029995663981
4s3o,2.0,2015,Kd,6.1,uM,=,,,1e-05,-4.214670164989233
5ee4,2.3,2015,Kd,6.1,uM,=,,,1e-05,-4.214670164989233
4uem,2.82,2015,Kd,6.4,nM,=,,,1e-08,-7.1938200260161125
5e8d,2.5,2015,Kd,6.5,nM,=,,,1e-08,-7.187086643357144
4wem,1.55,2015,Kd,6.8,uM,=,,,1e-05,-4.167491087293763
4uf1,2.3,2015,Kd,6.98,uM,=,,,1e-05,-4.156144577376839
4tq0,2.7,2015,Kd,6.9,uM,=,,,1e-05,-4.161150909262744
4uwx,1.65,2015,Kd,6.9,uM,=,,,1e-05,-4.161150909262744
2n1d,0.0,2015,Kd,60.0,nM,=,,,1e-08,-6.221848749616356
5d1m,1.58,2015,Kd,62.0,nM,=,,,1e-08,-6.2076083105017466
5d71,2.25,2015,Kd,65.0,pM,=,,,1e-11,-9.187086643357144
5d72,2.6,2015,Kd,6.0,pM,=,,,1e-11,-10.221848749616356
4xoi,2.09,2015,Kd,7.3,uM,=,,,1e-05,-4.136677139879544
5c0s,4.3,2015,Kd,7.7,nM,=,,,1e-08,-7.113509274827518
4rgo,1.8,2015,Kd,7.9,nM,=,,,1e-08,-7.102372908709558
5dha,2.95,2015,Kd,780.0,nM,=,,,1e-08,-5.107905397309519
4x4m,3.49,2015,Kd,8.8,nM,=,,,1e-08,-7.055517327849832
4yn0,2.2,2015,Kd,85.0,nM,=,,,1e-08,-6.070581074285707
4ui0,2.8,2015,Kd,88.0,nM,=,,,1e-08,-6.055517327849832
4xnm,2.51,2015,Kd,8.0,nM,=,,,1e-08,-7.096910013008056
4yiz,2.2,2015,Kd,8.0,nM,=,,,1e-08,-7.096910013008056
5cxb,2.1,2015,Kd,9.19,nM,=,,,1e-08,-7.036684488613889
5e7f,2.7,2015,Kd,9.1,nM,=,,,1e-08,-7.040958607678906
5cjs,4.3,2015,Kd,9.5,nM,=,,,1e-08,-7.022276394711152
4zpt,2.59,2015,Kd,9.93,nM,=,,,1e-08,-7.0030507515046185
4yj4,2.1,2015,Kd,9.9,nM,=,,,1e-08,-7.00436480540245
4qnp,2.8,2015,Kd,95.0,nM,=,,,1e-08,-6.022276394711152
5c3f,1.43,2016,IC50,1.6,uM,=,,,1e-05,-4.795880017344075
5gpg,1.67,2016,IC50,2.61,nM,=,,,1e-08,-7.583359492661719
5ibk,2.5,2016,IC50,70.0,nM,=,,,1e-08,-6.154901959985743
5e94,2.0,2016,IC50,3.0,nM,~,,,1e-08,-7.522878745280337
5d1z,3.17,2016,Kd,1.0,pM,<,,,1e-11,-11.0
5j57,1.7,2016,Kd,0.02,nM,=,,,1e-08,-9.698970004336019
5hvf,2.85,2016,Kd,0.03,nM,=,,,1e-08,-9.522878745280337
5hgg,1.97,2016,Kd,0.054,nM,=,,,1e-08,-9.267606240177031
5eg3,2.61,2016,Kd,0.135,uM,=,,,1e-05,-5.8696662315049934
5f6k,2.41,2016,Kd,0.13,uM,=,,,1e-05,-5.886056647693163
5hpy,2.4,2016,Kd,0.13,uM,=,,,1e-05,-5.886056647693163
5jsb,2.74,2016,Kd,0.15,uM,=,,,1e-05,-5.823908740944319
4ybl,3.1,2016,Kd,0.17,nM,=,,,1e-08,-8.769551078621726
5dcq,1.83,2016,Kd,0.18,uM,=,,,1e-05,-5.7447274948966935
5lxm,2.08,2016,Kd,0.18,uM,=,,,1e-05,-5.7447274948966935
5t5f,2.98,2016,Kd,0.19,nM,=,,,1e-08,-8.721246399047171
5eoa,2.5,2016,Kd,0.1,uM,=,,,1e-05,-6.0
5j7c,2.54,2016,Kd,0.209,nM,=,,,1e-08,-8.679853713888946
5ibw,1.9,2016,Kd,0.25,nM,=,,,1e-08,-8.602059991327963
5cw7,2.83,2016,Kd,0.28,pM,=,,,1e-11,-11.55284196865778
5ifs,2.46,2016,Kd,0.2,nM,=,,,1e-08,-8.698970004336019
5sx4,2.8,2016,Kd,0.34,nM,=,,,1e-08,-8.468521082957745
5fo8,2.4,2016,Kd,0.35,uM,=,,,1e-05,-5.455931955649724
5ies,2.16,2016,Kd,0.368,uM,=,,,1e-05,-5.434152181326482
5eo9,2.3,2016,Kd,0.37,uM,=,,,1e-05,-5.431798275933005
5czv,3.19,2016,Kd,0.3,nM,=,,,1e-08,-8.522878745280337
5mi0,2.35,2016,Kd,0.41,uM,=,,,1e-05,-5.3872161432802645
4zi3,2.0,2016,Kd,0.42,uM,=,,,1e-05,-5.376750709602099
5li1,2.0,2016,Kd,0.47,uM,=,,,1e-05,-5.327902142064283
5ays,2.09,2016,Kd,0.508,nM,=,,,1e-08,-8.29413628771608
5cx3,2.3,2016,Kd,0.54,uM,=,,,1e-05,-5.267606240177032
5c0b,2.03,2016,Kd,0.5,uM,=,,,1e-05,-5.301029995663981
5sv3,2.73,2016,Kd,0.627,nM,=,,,1e-08,-8.202732459169283
5hvg,3.05,2016,Kd,0.63,nM,=,,,1e-08,-8.200659450546418
5lxq,3.34,2016,Kd,0.64,uM,=,,,1e-05,-5.1938200260161125
5czx,2.1,2016,Kd,0.6,nM,=,,,1e-08,-8.221848749616356
5ep6,1.45,2016,Kd,0.72,uM,=,,,1e-05,-5.142667503568732
5boz,3.1,2016,Kd,0.7,nM,=,,,1e-08,-8.154901959985743
5d5m,2.2,2016,Kd,0.7,uM,=,,,1e-05,-5.154901959985743
5eyp,1.9,2016,Kd,0.82,nM,=,,,1e-08,-8.086186147616283
5bt1,2.62,2016,Kd,0.83,uM,=,,,1e-05,-5.080921907623926
5ctr,3.01,2016,Kd,0.88,uM,=,,,1e-05,-5.055517327849831
5jsn,2.1,2016,Kd,0.8,uM,=,,,1e-05,-5.096910013008056
5dmi,3.69,2016,Kd,0.91,nM,=,,,1e-08,-8.040958607678906
4xkh,3.0,2016,Kd,0.94,uM,=,,,1e-05,-5.026872146400302
5k8q,1.74,2016,Kd,0.9,nM,=,,,1e-08,-8.045757490560675
5kho,2.78,2016,Kd,0.9,uM,=,,,1e-05,-5.045757490560675
5sx5,2.5,2016,Kd,1.15,nM,=,,,1e-08,-7.939302159646388
5l2k,3.2,2016,Kd,1.15,uM,=,,,1e-05,-4.939302159646388
5c4v,2.6,2016,Kd,1.1,uM,=,,,1e-05,-4.958607314841775
5szk,2.8,2016,Kd,1.1,uM,=,,,1e-05,-4.958607314841775
5hdq,1.83,2016,Kd,1.2,nM,=,,,1e-08,-7.920818753952375
5j3d,4.08,2016,Kd,1.37,nM,=,,,1e-08,-7.863279432843593
5fob,2.6,2016,Kd,1.3,uM,=,,,1e-05,-4.886056647693163
5chv,3.01,2016,Kd,1.49,uM,=,,,1e-05,-4.826813731587726
5edv,3.48,2016,Kd,1.6,uM,=,,,1e-05,-4.795880017344075
5jg6,2.0,2016,Kd,1.6,uM,=,,,1e-05,-4.795880017344075
5d8j,3.0,2016,Kd,1.78,nM,=,,,1e-08,-7.749579997691106
5kov,3.25,2016,Kd,1.87,nM,=,,,1e-08,-7.7281583934635005
5b78,1.4,2016,Kd,1.88,uM,=,,,1e-05,-4.72584215073632
4zrp,2.1,2016,Kd,1.8,nM,=,,,1e-08,-7.7447274948966935
5fvk,1.66,2016,Kd,1.8,uM,=,,,1e-05,-4.7447274948966935
5ayr,2.4,2016,Kd,1.959,nM,=,,,1e-08,-7.707965564005264
5fo9,3.3,2016,Kd,1.9,uM,=,,,1e-05,-4.721246399047171
5d7l,3.4,2016,Kd,10.4,uM,=,,,1e-05,-3.9829666607012197
2n8j,0.0,2016,Kd,10.7,nM,=,,,1e-08,-6.97061622231479
5b77,1.55,2016,Kd,10.8,uM,=,,,1e-05,-3.96657624451305
5czf,2.67,2016,Kd,100.0,pM,=,,,1e-11,-9.0
5kn5,2.8,2016,Kd,102.0,pM,=,,,1e-11,-8.991399828238082
5et1,1.65,2016,Kd,107.0,nM,=,,,1e-08,-5.97061622231479
5b75,1.7,2016,Kd,10.0,uM,=,,,1e-05,-4.0
5dju,2.1,2016,Kd,11.4,nM,=,,,1e-08,-6.943095148663527
5ft8,2.5,2016,Kd,117.0,nM,=,,,1e-08,-5.931814138253839
5g1x,1.72,2016,Kd,12.1,uM,=,,,1e-05,-3.9172146296835497
5inb,1.3,2016,Kd,123.0,nM,=,,,1e-08,-5.910094888560602
5ius,2.89,2016,Kd,127.0,pM,=,,,1e-11,-8.896196279044043
5e9d,2.51,2016,Kd,129.0,nM,=,,,1e-08,-5.889410289700751
5fhx,2.55,2016,Kd,12.0,pM,=,,,1e-11,-9.920818753952375
4z9v,2.1,2016,Kd,12.0,uM,=,,,1e-05,-3.920818753952375
4rt6,2.8,2016,Kd,13.2,nM,=,,,1e-08,-6.87942606879415
5ij9,3.7,2016,Kd,13.4,uM,=,,,1e-05,-3.8728952016351923
5d1q,3.22,2016,Kd,13.0,pM,=,,,1e-11,-9.886056647693163
5eb1,1.8,2016,Kd,140.0,nM,=,,,1e-08,-5.853871964321762
5fr2,3.35,2016,Kd,141.0,nM,=,,,1e-08,-5.85078088734462
5hk5,2.9,2016,Kd,146.0,nM,=,,,1e-08,-5.835647144215563
5e95,1.4,2016,Kd,15.7,nM,=,,,1e-08,-6.804100347590766
5j8h,0.0,2016,Kd,153.0,nM,=,,,1e-08,-5.815308569182402
5f1b,2.3,2016,Kd,158.0,uM,=,,,1e-05,-2.8013429130455774
5jlv,2.0,2016,Kd,15.0,nM,=,,,1e-08,-6.823908740944319
5i5k,4.2,2016,Kd,17.6,pM,=,,,1e-11,-9.75448733218585
5djt,1.4,2016,Kd,17.0,nM,=,,,1e-08,-6.769551078621726
5j28,2.0,2016,Kd,193.0,nM,=,,,1e-08,-5.714442690992226
5ejc,3.1,2016,Kd,197.0,nM,=,,,1e-08,-5.705533773838407
5lz3,3.0,2016,Kd,19.0,uM,=,,,1e-05,-3.721246399047171
4z2m,2.98,2016,Kd,2.01,uM,=,,,1e-05,-4.696803942579511
5jhf,3.21,2016,Kd,2.0,uM,=,,,1e-05,-4.698970004336019
5ksb,2.9,2016,Kd,2.0,uM,=,,,1e-05,-4.698970004336019
4z9k,1.5,2016,Kd,2.2,nM,=,,,1e-08,-7.657577319177793
5tar,1.9,2016,Kd,2.3,uM,=,,,1e-05,-4.638272163982407
5te6,2.4,2016,Kd,2.59,nM,=,,,1e-08,-7.586700235918748
5j3h,3.27,2016,Kd,2.5,nM,=,,,1e-08,-7.6020599913279625
5k59,2.84,2016,Kd,2.5,pM,=,,,1e-11,-10.602059991327963
5d50,2.49,2016,Kd,2.6,uM,=,,,1e-05,-4.585026652029182
5jhl,3.0,2016,Kd,2.7,nM,=,,,1e-08,-7.568636235841012
5te7,2.15,2016,Kd,2.81,nM,=,,,1e-08,-7.55129368009492
5jh5,2.55,2016,Kd,2.8,uM,=,,,1e-05,-4.552841968657781
5ks9,2.55,2016,Kd,2.8,uM,=,,,1e-05,-4.552841968657781
5kw9,2.3,2016,Kd,20.5,nM,=,,,1e-08,-6.688246138944246
5glh,2.8,2016,Kd,20.7,pM,=,,,1e-11,-9.684029654543082
4zs7,2.93,2016,Kd,21.0,pM,=,,,1e-11,-9.67778070526608
5d1x,3.21,2016,Kd,21.0,pM,=,,,1e-11,-9.67778070526608
4xr8,2.25,2016,Kd,22.1,uM,=,,,1e-05,-3.6556077263148894
5fqd,2.45,2016,Kd,220.0,nM,=,,,1e-08,-5.657577319177793
5f5s,2.4,2016,Kd,22.0,nM,=,,,1e-08,-6.657577319177793
5szi,2.85,2016,Kd,253.0,nM,=,,,1e-08,-5.5968794788241825
5k22,3.0,2016,Kd,25.0,nM,=,,,1e-08,-6.6020599913279625
5kvd,1.65,2016,Kd,266.0,nM,=,,,1e-08,-5.575118363368933
5ee5,2.28,2016,Kd,26.0,uM,=,,,1e-05,-3.585026652029182
5d28,2.85,2016,Kd,27.0,nM,=,,,1e-08,-6.568636235841013
5ikc,2.06,2016,Kd,27.0,nM,=,,,1e-08,-6.568636235841013
5cd5,3.4,2016,Kd,289.0,nM,=,,,1e-08,-5.539102157243452
5mhs,3.7,2016,Kd,2.0,nM,=,,,1e-08,-7.698970004336019
5l8j,1.68,2016,Kd,2.0,uM,=,,,1e-05,-4.698970004336019
5f3x,2.65,2016,Kd,3.11,nM,=,,,1e-08,-7.507239610973162
2n13,0.0,2016,Kd,3.1,uM,=,,,1e-05,-4.508638306165727
5j56,1.8,2016,Kd,3.2,nM,=,,,1e-08,-7.494850021680094
5fr1,2.75,2016,Kd,3.3,uM,=,,,1e-05,-4.481486060122112
5ibl,3.39,2016,Kd,3.6,uM,=,,,1e-05,-4.443697499232712
5eof,2.05,2016,Kd,3.8,uM,=,,,1e-05,-4.42021640338319
4ww2,2.48,2016,Kd,3.9,uM,=,,,1e-05,-4.4089353929735005
5sws,2.86,2016,Kd,30.0,uM,=,,,1e-05,-3.5228787452803374
2n73,0.0,2016,Kd,320.0,nM,=,,,1e-08,-5.494850021680094
5hps,2.05,2016,Kd,322.9,nM,=,,,1e-08,-5.490931954982838
5kvf,1.4,2016,Kd,32.0,nM,=,,,1e-08,-6.494850021680094
5m72,1.6,2016,Kd,33.0,nM,=,,,1e-08,-6.481486060122113
5hxb,3.6,2016,Kd,347.0,nM,=,,,1e-08,-5.459670525209126
5men,2.81,2016,Kd,34.0,uM,=,,,1e-05,-3.4685210829577446
5dc4,1.48,2016,Kd,35.0,nM,=,,,1e-08,-6.455931955649724
5kve,1.7,2016,Kd,35.0,nM,=,,,1e-08,-6.455931955649724
5imt,2.7,2016,Kd,367.0,nM,=,,,1e-08,-5.43533393574791
5hys,2.5,2016,Kd,38.9,pM,=,,,1e-11,-9.410050398674292
5jdo,3.2,2016,Kd,3.0,nM,=,,,1e-08,-7.522878745280337
5f3b,1.76,2016,Kd,3.0,pM,=,,,1e-11,-10.522878745280337
5d7j,1.97,2016,Kd,3.0,uM,=,,,1e-05,-4.522878745280337
4wwk,3.1,2016,Kd,4.0,uM,=,,,1e-05,-4.3979400086720375
5drz,2.54,2016,Kd,4.4,nM,=,,,1e-08,-7.356547323513812
5fug,2.7,2016,Kd,4.4,nM,=,,,1e-08,-7.356547323513812
5ksa,2.0,2016,Kd,4.7,uM,=,,,1e-05,-4.327902142064283
5eib,2.1,2016,Kd,4.8,uM,=,,,1e-05,-4.318758762624412
4zw2,1.86,2016,Kd,4.9,nM,=,,,1e-08,-7.309803919971486
5elu,2.35,2016,Kd,414.0,nM,=,,,1e-08,-5.382999658879101
5grj,3.21,2016,Kd,42.1,pM,=,,,1e-11,-9.37571790416433
5kwy,2.41,2016,Kd,429.0,nM,=,,,1e-08,-5.367542707815276
5c0c,1.97,2016,Kd,44.4,uM,=,,,1e-05,-3.3526170298853804
5ip4,1.81,2016,Kd,451.0,nM,=,,,1e-08,-5.345823458122039
5f4e,2.4,2016,Kd,48.0,nM,=,,,1e-08,-6.318758762624412
5fzt,2.1,2016,Kd,48.0,uM,=,,,1e-05,-3.318758762624413
4udm,2.96,2016,Kd,4.0,nM,=,,,1e-08,-7.3979400086720375
4xxw,2.26,2016,Kd,5.12,uM,=,,,1e-05,-4.29073003902417
5szh,2.3,2016,Kd,5.2,uM,=,,,1e-05,-4.2839966563652006
5gzn,3.0,2016,Kd,5.39,uM,=,,,1e-05,-4.268411234813262
5dmj,2.79,2016,Kd,5.3,nM,=,,,1e-08,-7.275724130399211
5b76,1.65,2016,Kd,5.8,uM,=,,,1e-05,-4.236572006437063
5l6y,1.99,2016,Kd,58.0,pM,=,,,1e-11,-9.236572006437063
5hlz,2.85,2016,Kd,5.0,nM,=,,,1e-08,-7.301029995663981
5jem,2.5,2016,Kd,6.02,uM,=,,,1e-05,-4.220403508742176
5foa,4.19,2016,Kd,6.1,uM,=,,,1e-05,-4.214670164989233
5eu6,2.02,2016,Kd,6.3,uM,=,,,1e-05,-4.200659450546418
5eql,2.49,2016,Kd,68.0,nM,=,,,1e-08,-6.167491087293763
5fcu,1.85,2016,Kd,6.0,nM,=,,,1e-08,-7.221848749616356
5fv2,3.45,2016,Kd,7.17,pM,=,,,1e-11,-10.1444808443322
5jze,2.47,2016,Kd,7.48,uM,=,,,1e-05,-4.126098402135539
5c07,2.11,2016,Kd,7.4,uM,=,,,1e-05,-4.130768280269024
5c08,2.33,2016,Kd,7.8,uM,=,,,1e-05,-4.107905397309519
5ij0,3.8,2016,Kd,7.9,uM,=,,,1e-05,-4.102372908709558
5ixd,2.85,2016,Kd,70.5,nM,=,,,1e-08,-6.151810883008602
5b64,2.7,2016,Kd,70.0,nM,=,,,1e-08,-6.154901959985743
5igx,3.39,2016,Kd,711.0,nM,=,,,1e-08,-5.148130399270234
5j4a,2.0,2016,Kd,72.0,nM,=,,,1e-08,-6.142667503568732
5itz,2.2,2016,Kd,75.0,nM,=,,,1e-08,-6.1249387366083
5ioh,2.57,2016,Kd,778.0,nM,=,,,1e-08,-5.109020403010311
5imy,2.4,2016,Kd,779.0,nM,=,,,1e-08,-5.108462542327436
5szj,2.66,2016,Kd,790.0,uM,=,,,1e-05,-2.1023729087095586
5d3f,2.74,2016,Kd,8.05,uM,=,,,1e-05,-4.094204119632131
5jyl,2.55,2016,Kd,8.7,nM,=,,,1e-08,-7.060480747381382
5kvg,1.4,2016,Kd,8.8,nM,=,,,1e-08,-7.055517327849832
5fw5,1.92,2016,Kd,80.0,nM,=,,,1e-08,-6.096910013008056
5d7i,2.0,2016,Kd,81.4,uM,=,,,1e-05,-3.089375595110799
5lcv,2.64,2016,Kd,840.0,nM,=,,,1e-08,-5.075720713938118
5t1d,3.1,2016,Kd,85.8,nM,=,,,1e-08,-6.066512712151295
5jmc,2.64,2016,Kd,86.0,nM,=,,,1e-08,-6.0655015487564325
5lz6,2.6,2016,Kd,8.0,uM,=,,,1e-05,-4.096910013008056
2nbv,0.0,2016,Kd,9.3,uM,=,,,1e-05,-4.031517051446065
5lrw,2.0,2016,Kd,9.3,uM,=,,,1e-05,-4.031517051446065
5ghw,2.4,2016,Kd,9.6,nM,=,,,1e-08,-7.017728766960432
5hpk,2.43,2016,Kd,9.7,nM,=,,,1e-08,-7.013228265733755
5te4,2.75,2016,Kd,9.9,nM,=,,,1e-08,-7.00436480540245
5jke,2.86,2016,Kd,91.0,nM,=,,,1e-08,-6.040958607678906
5hhm,2.5,2016,Kd,200.0,uM,>,,,1e-05,-2.6989700043360187
5hho,2.95,2016,Kd,200.0,uM,>,,,1e-05,-2.6989700043360187
5jtl,0.0,2016,Kd,0.5,uM,~,,,1e-05,-5.301029995663981
5jto,0.0,2016,Kd,11.0,uM,~,,,1e-05,-3.958607314841775
5jtm,0.0,2016,Kd,15.0,uM,~,,,1e-05,-3.8239087409443187
5lqb,1.95,2016,Kd,1.0,nM,~,,,1e-08,-8.0
5jtr,0.0,2016,Kd,2.5,uM,~,,,1e-05,-4.6020599913279625
5c09,2.48,2016,Kd,400.0,uM,~,,,1e-05,-2.3979400086720375
5jtp,0.0,2016,Kd,40.0,uM,~,,,1e-05,-3.3979400086720375
5swz,2.65,2016,Kd,40.0,uM,~,,,1e-05,-3.3979400086720375
5jtq,0.0,2016,Kd,4.0,uM,~,,,1e-05,-4.3979400086720375
5c0a,2.46,2016,Kd,600.0,uM,~,,,1e-05,-2.221848749616356
5jtn,0.0,2016,Kd,8.0,uM,~,,,1e-05,-4.096910013008056
5e6j,2.85,2016,Ki,12.07,uM,=,,,1e-05,-3.918292729902651
5d93,2.2,2016,Ki,16.0,nM,=,,,1e-08,-6.795880017344075
5d96,2.3,2016,Ki,2.2,nM,=,,,1e-08,-7.657577319177793
5c67,1.83,2016,Ki,89.0,pM,=,,,1e-11,-9.050609993355087
5jhw,2.35,2017,IC50,0.3,nM,=,,,1e-08,-8.522878745280337
5gy2,2.1,2017,IC50,204.0,pM,=,,,1e-11,-8.6903698325741
5v62,1.9,2017,IC50,25.0,nM,=,,,1e-08,-6.6020599913279625
5t0f,2.4,2017,IC50,58.0,nM,=,,,1e-08,-6.236572006437063
5th9,3.0,2017,Kd,0.008,nM,<,,,1e-08,-10.096910013008056
5wql,2.3,2017,Kd,10.0,nM,<,,,1e-08,-7.0
5nhu,1.45,2017,Kd,1.0,nM,<,,,1e-08,-8.0
5tdy,2.11,2017,Kd,40.0,nM,<,,,1e-08,-6.3979400086720375
5usl,2.9,2017,Kd,0.016,nM,=,,,1e-08,-9.795880017344075
5nwm,0.0,2017,Kd,0.04,uM,=,,,1e-05,-6.3979400086720375
5jw9,2.0,2017,Kd,0.086,uM,=,,,1e-05,-6.0655015487564325
5mj3,1.74,2017,Kd,0.11,nM,=,,,1e-08,-8.958607314841775
5t5b,2.07,2017,Kd,0.123,nM,=,,,1e-08,-8.910094888560602
5gjk,2.05,2017,Kd,0.12,uM,=,,,1e-05,-5.920818753952375
5m2j,1.9,2017,Kd,0.13,nM,=,,,1e-08,-8.886056647693163
5w06,2.6,2017,Kd,0.14,nM,=,,,1e-08,-8.853871964321762
5b71,2.11,2017,Kd,0.152,nM,=,,,1e-08,-8.818156412055227
5vob,3.02,2017,Kd,0.15,nM,=,,,1e-08,-8.823908740944319
5gzo,2.76,2017,Kd,0.1636,uM,=,,,1e-05,-5.786216700664696
5thp,3.01,2017,Kd,0.21,nM,=,,,1e-08,-8.67778070526608
5o76,2.47,2017,Kd,0.25,uM,=,,,1e-05,-5.6020599913279625
5h3j,1.33,2017,Kd,0.27,uM,=,,,1e-05,-5.568636235841012
5xot,2.79,2017,Kd,0.27,uM,=,,,1e-05,-5.568636235841012
6b9j,2.9,2017,Kd,0.35,nM,=,,,1e-08,-8.455931955649724
5t29,2.03,2017,Kd,0.379,nM,=,,,1e-08,-8.421360790031928
5u4m,2.5,2017,Kd,0.39,nM,=,,,1e-08,-8.4089353929735
5nvl,2.3,2017,Kd,0.3,nM,=,,,1e-08,-8.522878745280337
5vey,0.0,2017,Kd,0.3,uM,=,,,1e-05,-5.522878745280337
5vmm,3.6,2017,Kd,0.42,nM,=,,,1e-08,-8.3767507096021
5omb,1.94,2017,Kd,0.43,uM,=,,,1e-05,-5.366531544420414
